set-up,punchline,label
What do prime numbers and stoners have in common?,"The higher they are, the more spaced out they get math joke",1
Did you hear about the Vietnam veteran who became a sewage worker?,He's seen some shit.,1
My massage therapist got fired...,I guess she rubbed too many people up the wrong way.,1
My friend likes to make carvings of people of religion in his spare time.,"You'd like a punchline to this, wooden jew.",1
A father in Iraq gifted his daughter a new bag.,"The girl replied, ""Thanks for the Baghdad""",1
Why do elephants drink?,To forget.,1
"Recently started working with homosexuals, I'm having a hard time dealing with the sticky mess.",But they insist I style my hair using gel to appear more professional.,1
A woman in India has given birth to a 23 pound baby.,Doctors say little Sanjeev will be walking six months before his mum.,1
What do you call a deaf person who can't lip read?,Anything you want!,1
Why do people think Jesus is coming back?,He wasn't nailed to a fucking boomerang.,1
Why did the vegan cross the road?,To tell someone he was a vegan.,1
"Scientist: ""My findings are meaningless if taken out of context.""","Media: Scientist claims ""Findings are meaningless.""",1
I thought my vasectomy would keep my wife from getting pregnant.,But apparently it just changes the color of the baby.,1
Where did the Mexican man hide when robbers entered his home?,Hispanic room,1
BIRD IN A BIRDBATH: Chirp chirp chirp.,BIRD IN A PUDDLE ON THE GROUND: You fucking sellout.,1
What do you call a group of confused Spanish speaking racists?,The Qué Qué Qué,1
What's the difference between a hooker and Jesus?,The look on their face when you're nailing them.,1
Why are 490 Romans funny?,Because XD,1
Why is Islam called the religion of peace?,"After you leave the religion, you rest in peace.",1
What do you call children born in brothels?,Whorephans,1
It was said in the news that one in four women are on antidepressants or antipsychotics.,"That is a terrible statistic, it means three quarters of women aren't getting the treatment they need.",1
A Roman Emperor orders his guards to arrest his wife.,He orders them to Ceas'er.,1
"Hey grandson, what's the name of that german man who makes me go crazy?","Alzheimer, grandma, Alzheimer...",1
I started carrying a knife after an attempted mugging few years ago.,"Since then, my mugging attempts have been a lot more successful.",1
Why is six afraid of seven?,Because seven is a registered six-offender.,1
Why don't rabbits like beer?,Because it messes with their hops,1
What's Al-Qaeda's favorite American football team?,The New York jets.,1
"What's brown, black and blue and lays at the bottom of a ditch?",A brunette that's told one too many blonde jokes.,1
You hear about the newest member of the X-Men?,Caitlyn Jenner,1
"When single ladies get to the age of 50, they tend to get lots of cats.",This phenomenon is known as many paws.,1
Why is nostalgia like grammar?,We find the present tense and the past perfect.,1
What is muffins spelled backwards?,Exactly what you do when you take them out the oven.,1
What happens when you eat beans with onions?,Tear gas!,1
Did Jesus ever get drunk?,"Not sure, but I heard he got hammered once.",1
It can't be much fun being gay.,Your friends are always moaning behind your back.,1
Remember that AMA guy whose mother slept with him because he had broken his arms?,She was adding incest to injury.,1
Does anyone have the owner's manual for a wife?,Mine's emitting a terrible whining noise.,1
"If Valentine's Day is for couples, what day is for single men?",Palm Sunday.,1
My doctor diagnosed me with cancer and Alzheimer's.,At least it isn't cancer.,1
My wife just tried to cut off my penis.,Luckily she missed and the cops charged her with a misdewiener.,1
What was Hitler's least favourite month?,Jew-ne,1
What's the difference between mashed potatoes and pea soup?,Anyone can mash potatoes...,1
Putin is going to win re-election in a landslide.,Because his opponent is going to die mysteriously in a landslide.,1
What's Hitlers least favorite drink?,Jewce,1
67 million Americans don't speak English at home.,This includes my family because we don't say a word to each other.,1
How can you tell when an Italian car has a flat tire?,Dago wop wop wop,1
Why are Catholics the worst drivers?,They always pull out at the last second (usually to avoid a child).,1
What's the most popular pub in the Middle East?,The Allahu ak-Bar,1
I got gas for $1.39 today.,Unfortunately it was at Taco Bell.,1
Italian Guy with a problem What do you call an Italian guy with one arm shorter than the other?,A Speech Impediment :),1
I'm reading a horror story in Braille.,Something bad is about to happen...I can feel it.,1
How do you know when you're drowning in milk?,When it's pasteurise.,1
I dated a girl with a lazy eye once.,It turns out she was seeing someone else on the side.,1
Daddy what is a transvestite?,Ask your mommy He knows it.,1
I caught my son chewing electrical cords So I had to ground him.,"He's doing better currently, and now conducting himself properly.",1
What do you call a Jewish minister that barbecues?,A Ribeye.,1
My ex-wife cheated on me with her deaf best friend!,"Honestly, I should have seen the signs.",1
What do you call a chicken looking at a bowl of lettuce.,Chicken sees a salad.,1
What do you call a sad cup of coffee?,A depresso.,1
Did you hear about that new lesbian reversal medicine?,It's called Trycoxagin.,1
What do you get when you cross a policeman with a skunk ?,Law and odor.,1
Where does a catholic cat go when it dies?,Purrrgatory.,1
What do you call black men working while white men watch?,The NBA,1
You know how annoying it is when your toddler continually asks stupid questions?,That's how Google feels about all of us.,1
Did you find it difficult being queer in a Black Greek Letter Org?,Auntie Red Tweet Tea,1
I WRITE ALL MY JOKES IN CAPITALS...,THIS ONE WAS WRITTEN IN PARIS.,1
I was kidnapped by a gang of mimes.,They threatened to do unspeakable things.,1
What do you call a Muslim basketball player's best move?,Islam Dunk,1
I once thought I had a Japanese friend.,But it was just my imagine Asian,1
why don't blondes make good cowgirls?,they can't keep their calves together,1
What do you call the space between fake tits?,Silicon Valley.,1
What is the best way to stop a politician?,A really strong gust of wind.,1
What do you call a deaf gynecologist?,A lip reader,1
"Before marriage, a man yearns for the woman he loves.","After marriage, the Y becomes silent.",1
What do they call mosquitoes in Pakistan?,Churchitoes,1
Why did the Dalai Lama go to Mexico?,So he can be juan with everything.,1
"My girlfriend, Ruth, fell off the back of my bike.","I rode on, ruthlessly.",1
When do Arabs return their library books?,the day they're Dubai.,1
What's the difference between America and yoghurt?,If you leave yoghurt alone for long enough it develops its own culture,1
How do you say Constipated in German?,Farfrompoopin,1
My ex used to hit me with stringed instruments.,If only I had known about her history of violins.,1
How many bones are in a human hand?,A handful,1
Why can't a priest take viagra?,Because it says on the label to keep away from children,1
What are french journalists good at catching?,Bullets.,1
What is the Terminators Muslim name?,Al Bi Baq,1
What do you call a knight who is afraid to fight?,Sir Render.,1
Sneaky?,"Dude, I got two handfuls of soup into a movie theater once.",1
Why was the wife worried that her husband was a light drinker?,"Every night, he'd go out and drink until it was light.",1
A Japanese man once tried to fake his own death.,His family didn't bereave him.,1
"What is black, heavy, and can't swim?",A grand piano.,1
What happens when a Chinese man with a boner runs into a wall?,He breaks his nose.,1
I think my friend is having an affair with my wife.,He seems miserable lately.,1
How do you get a little old lady to yell the F word?,"Get another little old lady to yell ""Bingo!""",1
What do you call a rude German?,A Deutsch bag,1
Wife: honey I want you to whisper dirty things in my ear!,"Husband: kitchen, living room, dining room, patio...",1
What did the cheese say to itself in the mirror?,Halloumi.,1
Did you hear about the man who fell into the upholstery machine?,He's fully recovered.,1
What is the most effective way to quit being vegan?,Cold turkey.,1
Last night I got caught in a prostitution sting.,I fucked a prostitute and now my dick stings when I piss.,1
People with gender dysphoria tend to be great businessmen.,Every action they take is a trans-action.,1
Homes are 750 square feet larger today than they were 30 years ago.,"Unfortunately, so are most Americans.",1
What do my wife and a chest freezer have in common?,"The exterior is hot, but its cold as ice inside.",1
What do you call a homosexual in a wheelchair?,Rolaids.,1
I broke up with my girlfriend because she wouldn't go to the gym with me.,We just weren't working out.,1
"Should have just said, 'Who wants a cocktail?'",instead of 'Who will join me in briefly drowning out the shriek of The Abyss?',1
My Mom always says 'homemade gifts are the best.',Hope she enjoys the meth.,1
"What lies on its back, 100 feet in the air?",A dead centipede.,1
I accidentally put my wallet in the freezer last night.,"Was a good job really, I needed some cold hard cash!",1
My mother-in-law's text alert is an entire song.,Starting to think my father-in-law's rage isn't really from Vietnam.,1
My wife thinks I don't give her enough privacy.,At least that's what she said in her diary.,1
Whats the hardest part about cooking vegetables?,Fitting the wheel chain in the oven.,1
Stuck on a gift for Senator Mitch McConnell?,You can't go wrong with body glitter.,1
"A lesbian tried to hit on me today, so I let her know that I was straight.","She told me, ""Spaghetti is straight too, till it gets wet""",1
What's black and white and red all over and can't get through a revolving door?,A nun with a spear through her head.,1
What do you call a bee that never quite made it in the hive?,A wanna bee.,1
What's the only thing an Irish person can hold on to?,A grudge.,1
My girlfriend in college left me for another woman.,I completely misunderstood her when she said she was going to study a broad.,1
"Instead of a swear jar, I have a negativity jar every time I have pessimistic thoughts.",It's half empty.,1
As I looked into her eyes I felt my knees go weak and my stomach turned to butterflies.,That's when I realized I'd drugged the wrong glass.,1
Why did the prostitute join the Mormon church?,She wanted a high paying missionary position.,1
What do people call their grandmother in India?,Naana,1
My brother got fired from his job because he had sex with one of his patients.,Its a real shame as he was a great veterinarian,1
How did the Germans conquer Poland so fast?,They marched in backwards and the Polish thought they were leaving,1
What do you call it when homosexual congressmen have lunch together?,A Federal Mandate,1
What kind of batteries do Canadians get the most excited about?,AA,1
"What did the Blind, Deaf man get for Christmas??",Cancer,1
What do you call a rich Chinese person ?,cha ching,1
What you do get from a dwarf cow?,Condensed milk.,1
What did the Jewish pirate say when he heard his wife died?,"Argh, shiva me timbers",1
What do you call a black guy with Parkinson's?,A chocolate shake.,1
The difference between polygamy and monogamy.,"Polygamy is having too many wives, but monogamy is having one wife too many.",1
Twitter announced they will let advertisers target users based on the emojis they tweet.,"Bring it on, poop companies.",1
What do u call a hilarious Mexican herb?,Sillyantro,1
What's your favorite place to cry?,Mine is everywhere,1
My wife and I got married under a cell phone tower.,"The ceremony wasn't great, but the reception was perfect.",1
Why are most cemeteries fenced in?,Because everyone is dying to get in,1
Why do all the lesbians shop at The Sports Authority?,Because they don't like Dicks.,1
What does a robot do at the end of a one night stand?,He nuts and bolts.,1
Why did the man open a rooftop bar?,He wanted to have drinks on the house.,1
What the difference between Anne Frank and a mouse?,A mouse doesn't become famous for living in your attic.,1
I busted my nose earlier today...,I suppose women can call the aftermath a hot mess.,1
What did the cannibal's wife say when he came home late for dinner?,I'm giving you the cold shoulder.,1
Why is there such a shortage of teachers in Africa?,Teacher's aides,1
"me: so i said what are you gonna do, kick my ass?",nurse: then what happened,1
They just found a Black guy hanging from a tree with 79 stab wounds in Alabama....,The police say it's the worst case of suicide they've ever seen,1
Why did the Muslim cross the road?,To get to the bigger crowd,1
There's no reason to be bored while flying on an airplane.,Use that time to tell the person next to you your entire life story.,1
Anybody that eats Tide pods is an idiot.,They could go to Costco and get the generic brand for half the price.,1
"No lie, 1 in 3 guys won't wash their hands after they pee.",Don't be surprised if you get a fist/elbow bumps from me.,1
What did the Gay techie say?,I do queries.,1
"We kiss in the doorway, she pulls me close, hoping I'll stay.",Her face hardens as she feels all the cans of soup I stole and hid in my coat.,1
Kids are like farts.,"You can just about cope with your own, but anyone else's are unbearable.",1
My wife asked if she could have some peace and quiet while she tried to cook dinner.,So I took the batteries out of the smoke alarm.,1
The Blue Whale ejaculates over 40 gallons of Sperm when mating.,Only 10% enters the female and you always wondered why the sea tasted salty?,1
I like my coffee like I like my women.,"Hot, black, bitter, and pregnant.",1
Why are Mormons more like Muslims than they are like Christians?,Christians are not-for-prophet organizations.,1
My ex girlfriend never made me feel wanted.,Until I murdered her.,1
Welcome to your forties.,Your joints now sound like fire crackers going off.,1
What's gay and has no balls?,A lesbian.,1
The tooth fairy teaches children that they can sell body parts for money.,What a woman.,1
"The internet connection in my farm is really sketchy, so I moved the modem to the barn.",Now I have stable wifi.,1
What is it called when one butt cheek is bigger than the other?,Assymmetrical.,1
I went jogging but came back after five minutes because I forgot something.,I forgot that I'm fat and can't run for more than five minutes.,1
I'm not wearing glasses anymore.,I've seen enough.,1
What's a cannibal's favourite game?,Swallow the leader.,1
The horse favored to win the Kentucky Derby had to pull out of the race.,"Apparently, someone dug up some of his homophobic tweets.",1
What do Muslims eat for Thanksgiving?,Quran-berries!,1
What do lawyers and sperm have in common?,One in 50 million has a chance of becoming a human being.,1
Why did the Mexican take Xanax?,For Hispanic attacks,1
My Christian friend told me he doesn't believe in gay marriage.,He said there should be no such thing as a happy marriage.,1
What do you call a family of Jewish robots?,The Cybergs,1
"A fat woman just served me at McDonalds... ... and said ""Sorry about the wait"".","I replied and said ""Don't worry, you'll lose it eventually"".",1
What do you call a Jewish Pokemon Trainer?,Ash.,1
what does the Jewish pedophile say to an elementary school kid?,"Hey kid, want to buy some candy?",1
Why are muslim charities the worst to donate to?,Because they are for prophet.,1
What do you call a caveman's fart?,A blast from the past.,1
What's up with these people in Pakistan getting stoned to death?,What kind of weed are they growing there?,1
The hot blonde walked up to the bartender and asked for a double entendre...,The bartender gave it to her.,1
Push-ups?,"No, I'm just practicing my shoving.",1
"A husband asked his wife, ""Why don't you tell me when you orgasm?""","She replied, ""Because I don't like calling you at work.""",1
My 1-year-old refused to wear her shoes and carried them around instead.,She can barely walk and she's already the drunk girl at the party.,1
Have you ever tried eating a clock?,"It's really time consuming, especially if you go for seconds.",1
What's the fastest way to massacre snails?,A salt rifle,1
"If I were a farmer, how would I measure my height?","From my head, tomatoes.",1
How many Mexicans does it take to screw in a lightbulb?,Just Juan.,1
Got the best compliment from my doctor today He said I had athlete's foot.,I've only been training for 3 days so didn't think anyone would notice,1
why should you never pick a fight with an Israeli baker?,Because they know Jew dough,1
I should clean mirrors for a living.,It's a profession I see myself in.,1
What is the difference between a pizza and a Jew?,A pizza doesn't scream when you put it in the oven,1
I like jokes about the eyes.,The cornea the better.,1
Why are redneck murders the hardest to solve?,All the DNA matches and there's no dental records.,1
Why can't Harry Potter tell the difference between his cooking pot and his best friend?,Because they're both cauldron,1
Why don't Germans tell jokes about sausage?,Because they are the wurst.,1
What do you call a helpful lemon?,Lemonaid.,1
Fifty Shades of Grey was disappointing.,All those blindfolds and not a single person swung at a pinata.,1
Why did the blind kid fail geometry?,He didnt see the point.,1
"Just burned 2,000 calories.",That's the last time I leave brownies in the oven while I nap.,1
What do black people and Apple Inc. have in common?,They have no jobs,1
How many people with dementia does it take to change a lightbulb?,To get to the other side.,1
What does garlic do when it gets hot?,It takes its cloves off.,1
Why are there so many old people in Church?,They're cramming for the final,1
What's one advantage of electing a woman president of the United States?,We wouldn't have to pay her as much.,1
Why did the hipster drown?,He went iceskating before it was cool,1
Don't try to understand women.,Women understand women and they hate each other.,1
Somebody broke into my house and stole 20% of my couch.,Ouch,1
How can you tell a Belgian in a submarine?,He's the one with a parachute on his back.,1
Why are Muslims so good at driving at night?,Because that's when they brake fast.,1
My wife recently broke up with me because I'm a compulsive gambler.,All I can think about is how to win her back.,1
What’s the easiest animal to shoot?,"Fish, because they're always found in schools",1
My ex-girlfriend and I both went blind before we broke up.,"After that, we just couldn't see each other anymore.",1
What does a gay horse eat?,Haaaaay,1
"If I have twin daughters, I'll name one Kate.",And I'll name the other DupliKate.,1
What do you call a bulletproof Irishman?,Rick O'Shea.,1
Why are muslim people so kind-hearted?,"Because they don't live long, especially when they're a bomb",1
What do rednecks do on Halloween?,Pump-kin!,1
If you Google 'How do I stop receiving Pottery Barn catalogs?',the top result is a page with instructions for faking your own death.,1
What does a cloud wear under his raincoat?,Thunderwear.,1
"Doctor: ""I'm just waiting for your X-Ray.""","Blonde: ""I've never dated anyone named Ray.""",1
Why does Kim Jong Un love books.,Because he's the glorious Reader,1
Mocked for being dyslexic?,"Been there, done that, got the tree shit.",1
I found out some people don't cry in the bathroom at work.,What a bunch of weirdos.,1
What is the official novel of Mexico?,Tequila Mockingbird,1
I fucked an arthritic woman yesterday.,What a cracker.,1
What do you call a set of chairs kept outside in Ireland?,Paddy O' Furniture,1
Which branch of the United States military is the most patriotic?,The Air Force; they're US AF,1
My wife and I laugh at how competitive we are.,But I laugh more.,1
I am giving up drinking for a month Sorry that came out wrong I am giving up.,Drinking for a month,1
What did the father Buffalo say to his son as he left for school?,Bison ROFL,1
What do you call a cow with no sense of humor ?,A feminist,1
So I heard ladies like bad boys.,"Lucky for them, I'm bad at everything",1
What did the Mexican family get for Christmas?,Deported,1
US has serious problem with illegal immigrants.,If you don't believe me ask any Native American.,1
Girl are you a loan offered by a furniture store?,Cause you've been giving me zero interest for 3 years,1
My son Luke loves that we named our children after Star Wars characters.,My daughter Chewbacca not so much.,1
Did you know vampires arent real?,Unless you Count Dracula.,1
I don't have a Fitbit.,But I have a couple of fat bits.,1
Having an authentic Thanksgiving celebration this year.,I'm giving my family smallpox.,1
Did you hear about the chameleon who couldn't change colour?,He had a reptile dysfunction.,1
Why doesn't the South have many subways?,Because they hate underground railroads.,1
So I gave a blind guy a basketball.,I think he's still trying to read it,1
Why does Helen Keller wear tight jeans?,So people can read her lips.,1
Just finishing up my taxes and am now a little worried about my tax software.,It just recommended I slip across the border into Mexico.,1
What do you call a book club that's been stuck on one book for years?,Church,1
What's the worst part about necrophilia?,When you get stiff before she does.,1
Why did the lady with multiple personality disorder share her food with a friend?,Because Sharon is Karen.,1
"A guy at work calls me ""Partner"" and another guy calls me ""Chief"".",Apparently we're playing Cowboys and Indians and I'm a double agent.,1
How do deaf mathematicians communicate?,Through sine language.,1
How do you tell a transgender from a real woman?,The quality of the sandwich.,1
Yesterday I read an article about the dangers of drinking too much...,"It scared the hell out of me, so today I've decided never to read it again.",1
My wife just threw away my favourite herb.,She's such a thyme waster.,1
I got in touch with my inner self today.,That's the last time I use cheap toilet paper.,1
"When life gives you lemons, make lemonade.",When your wife gives you lemons... Make sure she hasn't gone senile.,1
If you rearrange the letters of POSTMEN...,They become VERY ANGRY.,1
Why did the man commit suicide?,To get to the other side,1
Anyone want to buy a broken barometer?,No pressure.,1
Today one of my friends told me I often make people uncomfortable by violating their personal space.,It was an incredibly hurtful thing to say and it completely ruined our bath.,1
You would think that a Snail without a shell would move that bit faster?,But it's actually more sluggish.,1
I wanna be the reason you get out of bed in the morning....,Even if it is to make sure the door is locked.,1
What do you call an Egyptian butt?,A sphinxter,1
I was watching one of my old cholo adventures videos and i didn't even laugh once!,I laughed a bunch,1
Whenever we go out I always buy my wife two drinks.,One for each face.,1
Q: Why couldn't the blonde manage to make Ice-Cubes?,A: She couldn't find the recipe.,1
What do you call a friendly Chinese man who gives out free firewood?,Kind Ling,1
I always carry a picture of my wife and children in my wallet.,It reminds me why there's no money in there.,1
I just went to jail for my wife's crime.,"She's Chinese, which I guess makes me guilty by associasian.",1
What do lawyers wear to work?,A lawsuit.,1
All this hot weather makes me think I should get my fan from the basement.,And if she's still not my fan she's going straight back down there.,1
How do you know if an Italian person is mute?,When you see he has no hands.,1
I've learned 99% of the English language.,I'm almost their.,1
What rock group has four men that don't sing?,Mount Rushmore.,1
Six topless women sounds nice.,Dozen tit.,1
What did the sheep say when he saw his girlfriend?,Baaaaaeeeee!,1
What bird never knows the lyrics to a song?,A hummingbird.,1
Great candy bar: Charleston Chew.,Not as great: Myrtle Beach Masticator.,1
What has 75 balls and screws old ladies?,Bingo.,1
Q: How do you know if a blonde  has been sending e-mail?,A: You see a bunch of envelopes stuffed into the disk drive.,1
I asked my best friend if he was gay or not.,I never got a straight answer.,1
My personal trainer told me my legs look like twizzlers.,I assume by that he meant long and delicious.,1
Lifehack: Tell everyone you have a peanut allergy.,It'll make faking your death a lot easier down the road.,1
What do you call a little square that hasn't developed its new dimension yet?,Precubescent,1
What's the difference between a painting and Jesus.,You only require one nail to put up the painting.,1
I just learned the medical name for Viagra.,Mycoxaflopin.,1
"If an Islamic man is murdered, what do you call it?",A Muhommid-cide.,1
I punched a white guy at the gas station last week and got arrested for assault.,I punched a black guy in the shopping centre today and got arrested for impersonating a police officer.,1
Did you hear about the dyslexic zombie?,He only eats Brians.,1
What's the difference between a Mexican and a bench?,The bench can support a family of four.,1
"What does a burnt pizza, a frozen beer and a pregnant girlfriend have in common?",One dumbass who never pulls out in time,1
What are some ways that the community can organize to support aging queer elders?,Auntie Red Tweet Tea,1
What's baked every day and sells itself?,Your mom,1
What did the potato say to his lover?,You have amazing eyes.,1
What does a catholic eat at the movies?,Pope-Corn,1
What's green and not heavy?,Light green h,1
What do you call a man with no arms and no legs in a swimming pool?,Bob.,1
What's the difference between a Jew and a pizza?,I don't like my pizza burnt.,1
What do you call a dad that has fallen through the ice?,A Popsicle.,1
"Asian friends, what’s the best brand of frozen pot stickers!",If you find this racially reductive I have no problem recommending good frozen samosas!,1
My doctor said that I might die because I accidentally consumed clay.,I'm shitting bricks to be honest.,1
Common sense is like deodorant.,Those who need it never use it.,1
I got into a fight with my erection this morning.,I beat it single handedly.,1
"All these people getting emails from the Prince of Nigeria, I got one from an Egyptian Pharaoh...",But it turned out to just be a pyramid scheme.,1
Why do we hate making up gay jokes?,Because it's always a pain in the ass,1
Several toilets were stolen last night.,Police say they have nothing to go on.,1
I saw a Jewish Ghost last night...,It was so scary I started to Shiva.,1
What do you call a woman who is paralyzed from the waist down?,Wife.,1
What do you call a crocodile that loves guacamole?,A guacodile.,1
What's the difference between acetone and Hitler?,"One is used to remove the polish, and the other is used to remove the Polish.",1
"Gordon Alles, a Los Angeles chemist, patented the medication after injecting it himself.","He became more talkative and described a ""feeling of well being.""",0
You already have something in common with every girl you see.,The context you're in.,0
I personally wanted to wish you all a blessed Eid.,"Nowadays, everyone is overwhelmed by the amount of impersonal messages.",0
Time heals all wounds.,All any of us want is more time.,0
All any of us want is more time.,Time to stand up.,0
Take your bows y'all.,Greenleaf,0
"""For the most part we still have the same problems we had we when we were 15.","No matter how much we grow older, we're still stumbling.""",0
Do you ever finish a book and think - DAMN.,And then that's all you can say because you're speechless trying to process everything.,0
"One word, can end a fight.","One look, can save a relationship.",0
"One look, can save a relationship.",One person can change your life.,0
Squirrels are omnivores.,"In addition to nuts, they also eat insects and mice.",0
"""Are you really HAPPY or just really COMFORTABLE?",This is definitely a question worth asking yourself from time to time.,0
Why are african americans so good at sports?,Because of hard work and dedication.,0
You owe no one an apology for being gay!,They owe you an apology for being homophobic!,0
Could get interesting!,Thanks for watching everyone.,0
Not all guys are born seducers but any man can learn these techniques.,"In fact, most coaches and teachers learned it just like you are doing.",0
Anger.,Bargaining.,0
Bargaining.,Depression.,0
Welcome to ProbonoASL's Deaf Awareness Month Celebratory Educational Series!,This thread will be the hub for all happenings this month!,0
"Are you happy as a gay man, like truly happy deep down your soul?",Let's get talking.,0
"When talking to her, ask 'open' questions, not closed.","Open questions start with How, Why, Who, What.",0
many people keep mint flavored products or even mint oil with them to avoid nausea.,"Also, rub some mint oil on your forehead for headache",0
Someone I can forge into the future with.,"Someone I can challenge my potential, talent with Someone who is loving in bed and in public.",0
Feeling for all the fire evacuees and responders.,"Having been thru it a few times, it's so unsettling even when you get to safety.",0
Being accessible as a therapist.,Navigating family and coming out.,0
Exit strategies for unsafe family situations.,Using the five senses to boost healing.,0
"It's called ""The Power to Choose Life.""",Please take a listen.,0
Church can't make you straight.,Stop wounding your soul with the pressures from homophobic people and live your life.,0
"""I'll fight for the things that are worth it.",If it makes me feel complete.',0
"""I can't think about anything or anybody and and I can't sleep.",I can't breathe.,0
I love you all the time.,Every minute of every day.',0
Tinder made its first match on the continent of Antarctica in 2014.,Both people were research scientists.,0
"When u get older, monsters are different: self doubt, loneliness, regret.","You may be olderandwiser, you still find yourself afraid of the dark",0
OMG Fact: It is possible to disagree with your chosen political party's decisions.,You don't have to blindly support every bad choice they make.,0
"Women are human beings, they do not 'owe' u anything.",Please remember that.,0
Feeling rejected?,"Remember, that's just a thought that you create.",0
I'm tryna watch this UFC fight tonight.,Someone watch with meeeeeee,0
"""You don't have to feel like a waste of space.","You're original, cannot be replaced"" - Katy Perry",0
"After 9 season finales, I can tell you this was one of my favorites.",Mind blowing.,0
Heart breaking.,Tears.,0
Tears.,Joy.,0
Joy.,Love.,0
Is this the person you want to love?,Is this the best you can be?,0
On his birthday I combed the entire mall to get him his favourite groceries.,"He was elated, he hugged me in the presence of",0
Sorry it's very late in Texas!,Night y'all!,0
"The phrase ""cool as a cucumber"" is scientific.",The inside temperature of a cucumber can be up to 20 degrees cooler than the air outside.,0
"For my wife, for my daughters, for all women...I stand with all of you.",This has gotta change.,0
Who are some dope Black Trans/GNC people we should be following?,Tag them!,0
Sunflower Seeds r anti-aging.,they help stave off wrinkles and improve skin elasticity.,0
they help stave off wrinkles and improve skin elasticity.,Eat a handful every day young anti age health,0
"fish is rich in omega 3 fatty acids, essential for brain function & development.","For brain health, eat two servings of fish weekly",0
It always will to her competitors.,That matters more than anything.,0
We want to know what YOU are thinking!,Let us know what you want us to discuss on Black Mental Health Net BMHN,0
"As gay men, we do so well protecting ourselves against STDs.",But we fail at protecting our integrity and reputation through our actions and inactions.,0
This only happens if the cell gets the right nutrition.,This is called regeneration anti aging,0
Do you feel like you matter to this society?,Auntie Red Tweet Tea,0
"One shot left till I'm wrapped...gonna be tight, but I'll be there.",Whose joining us?,0
A great loss.,"As a stroke survivor, I feel urged to say- get educated.",0
Dying to punish others never works especially when they hate you for who you are.,Think twice.,0
He's still a Boston man at heart.,Fire Dave Roberts,0
That's impossible.,"Instead try to realize the truth, logic won't work.",0
You can't teach that.,Supernatura I,0
"Try replacing candy w/ ""Dried Apricot Paste"".","A rich source of potassium, Vitamin C & beta carotene.",0
Just keep swimming.,Just keep swimming.,0
"Own happy ending, most of the time.","And that sometimes, despite all your best choices and all your best intentions, fate wins anyway.'",0
Happy October!,Today is a great day to support Black TGNC people!,0
"""We like to think we are fearless.",Eager to explore unknown lands and soak up new experiences.,0
Then again maybe it helps with visibility and destigmatization.,I don't know,0
"""Avoid the most deepest, most painful regret of them all.","The regret that comes from letting something amazing pass you by.""",0
"""No matter how hard we work at it, some wounds might never fully heal.","You might have to adjust to a whole new way of living.""",0
"Muslim woman, 19, wearing a hijab says Starbucks barista wrote 'ISIS' on her cup.","She was so disgusted, she dropped her backpack and stormed out.",0
"Get tested, Get treatment.",HIV isn't a death sentence.,0
Ketchup delivers about 180 mg of lycopene.,"lycopene found in ketchup is easily absorbed into the body, resulting in quicker health benefits",0
"How we experience change, that's up to us.","It can feel like death, or it can feel like a second chance at life.""",0
This march was put together in less than a week.,"Okra is steadfast in our politics, mission statement, and goals.",0
Social media and isolation combine to make a 'perfect storm' for radicalization.,Disaffected individuals who feel powerless are most likely to embrace extremist ideas.,0
"""Under the lights tonight.","You turned around, and you stole my heart.""",0
Katheryn Hudson delivered some bops this time around.,"Cry About It Later, Teary Eyes, and Tucked are current faves.",0
"When you're right, no one remembers.","When you're wrong, no one forgets.",0
Health education tends to be better received by people who have more overall education.,MMH Mchat,0
What ways can I be more impactful towards social justice movements?,Auntie Red Tweet Tea,0
"After our enslavement, we had emancipation without a plan.",It was an illusion of freedom.,0
I've been on hold to talk to someone for 30mins.,How long do you think it will be till someone picks up?,0
Just watched a documentary that had full cooperation of the subject and it made him look HORRIBLE.,Never seen that before.,0
Never seen that before.,Remarkable,0
Asking a girl out can be scary.,Remember she's probably just as nervous as you.,0
Happy SuperSoul Sunday everyone.,Hope u enjoyed that extra hr.,0
"""I've been loved.","And that's something everyone should have once in their life.""",0
Sheriff Cuse and I faced off once before.,Many moons ago.,0
Being content doesn't mean that everything has to perfect.,It means that you've decided to look beyond the imperfections,0
Bees enjoy alcohol and can consume the human equivalent of 10 liters of wine in one serving.,"And yes, they also get drunk.",0
mushrooms are rich in selenium.,Selenium is an antioxidant that works with vitamin E to protect cells from damaging effects of free radicals,0
"""I have loved you for many years.",Maybe I am just not enough.',0
Roll call!,Boxx?,0
Engen?,Harris?,0
What could $10K do for The Okra Project?,Here are just a few of the things we have planned!,0
Time to change my backround.,Send in your favourite cast picture or collage and I will pick the best one.,0
Social determinants of mental health front and center tonight.,"Mental Health advocates MUST be informed, active voters Dem Debate",0
Communication.,It's the first thing we really learn in life.,0
"When you say you want the truth, you've no idea what you're talking about.","The truth is horrible, frightening; it's more than you can bear.",0
Sometimes you don't.,"And sometimes, sometimes you get something in between.""",0
And then I let go.,I stopped fighting.,0
How long did it take you to find your flow in life?,Auntie Red Tweet Tea,0
Someone who may look happy on the outside may be suffering on the inside.,If you are affected by mental health please don't be ashamed to talk to someone about it.,0
You sure can't count on anything in life.,"Life is the most fragile, unstable, unpredictable thing there is.",0
Simply acquiring knowledge doesn't mean you're growing.,Growing happens when what you know that it changes how you live,0
